app,content,score,sentiment,review_clean,review_segmented,language
Tiki,"treo đầu dê bán thịt chó, không xử lý giao thiếu phụ kiện.",1,negative,treo đầu dê bán thịt chó không xử lý giao thiếu phụ kiện,treo đầu dê bán thịt chó không xử_lý giao thiếu phụ kiện,vi
Shopee,"app thường xuyên giật lag, cố tình chạy video khi mở app và chèn quảng cáo khiến việc mở app cực kì khó chịu, không hề tối ưu, xem tầm 10 sản phẩm liên tiếp từ gợi ý sản phẩm đang xem là đứng app không chạy nổi. Thanh tìm kiếm gợi ý từ khoá vô dụng, các sản phẩm được gợi ý không phải là các sản phẩm từ các từ khoá tương tự mà là sản phẩm khác hoàn toàn, không có tác dụng tham khảo. Lần nào mở app mua đồ cũng bực mình vô cùng, điện thoại cũ mới gì chạy vẫn giật lag như thường",1,negative,app thường xuyên giật lag cố tình chạy video khi mở app và chèn quảng cáo khiến việc mở app cực kì khó chịu không hề tối ưu xem tầm 10 sản phẩm liên tiếp từ gợi ý sản phẩm đang xem là đứng app không chạy nổi thanh tìm kiếm gợi ý từ khoá vô dụng các sản phẩm được gợi ý không phải là các sản phẩm từ các từ khoá tương tự mà là sản phẩm khác hoàn toàn không có tác dụng tham khảo lần nào mở app mua đồ cũng bực mình vô cùng điện thoại cũ mới gì chạy vẫn giật lag như thường,app thường_xuyên giật_lag cố_tình chạy video khi mở app và chèn quảng_cáo khiến việc mở app cực_kì khó_chịu không hề tối_ưu xem tầm 10 sản_phẩm liên_tiếp từ gợi_ý sản_phẩm đang xem là đứng app không chạy nổi_thanh tìm_kiếm gợi_ý từ khóa vô_dụng các sản_phẩm được gợi_ý không phải là các sản_phẩm từ các từ khóa tương_tự mà là sản_phẩm khác hoàn_toàn không có tác_dụng tham_khảo lần nào mở app mua đồ cũng bực_mình vô_cùng điện_thoại cũ mới gì chạy vẫn giật_lag như thường,vi
Tiki,"Giao hàng chậm vl, không đa dạng mẫu mã như shoppe, không giao hàng mà cũng k cho hủy hàng,",1,negative,giao hàng chậm vl không đa dạng mẫu mã như shoppe không giao hàng mà cũng không cho hủy hàng,giao hàng chậm vl không đa_dạng mẫu_mã như shoppe không giao hàng mà cũng không cho hủy hàng,vi
Shopee,"Quảng cáo ít thôi,lag hết máy tôi rồi babi à😭",1,negative,quảng cáo ít thôi lag hết máy tôi rồi babi à,quảng_cáo ít thôi lag hết máy tôi rồi babi à,vi
Lazada,tạo xong bị khóa tài khoản?,1,negative,tạo xong bị khóa tài khoản,tạo xong bị khóa tài_khoản,vi
Shopee,có vài shop giao chậm ý=))) nhma kh sao hàng vẫn ok lắm,5,negative,có vài cửa hàng giao chậm ý nhma kh sao hàng vẫn ok lắm,có vài cửa_hàng giao chậm_ý nhma kh sao hàng vẫn ok lắm,vi
Tiki,"đang nghe video thiền định nghe nhạc thư giản trên Youtube thì cái quảng cáo vô duyên của tiki hiện lên... thật sự mình rất bực mình, thiếu j cách để quảng cáo sao cứ phải làm người khác bực bội vậy, mình quá thất vọng, trải nghiệm cực tệ, bái bai ngay và luôn",1,negative,đang nghe video thiền định nghe nhạc thư giản trên youtube thì cái quảng cáo vô duyên của tiki hiện lên thật sự mình rất bực mình thiếu j cách để quảng cáo sao cứ phải làm người khác bực bội vậy mình quá thất vọng trải nghiệm cực tệ bái bai ngay và luôn,đang nghe video thiền_định nghe nhạc thư_giản trên youtube thì cái quảng_cáo vô_duyên của tiki hiện lên thật_sự mình rất bực_mình thiếu j cách để quảng_cáo sao cứ phải làm người khác bực_bội vậy mình quá thất_vọng trải_nghiệm cực_tệ bái bai ngay và luôn,vi
Tiki,Giao lâu quá từ ngày đặt ngày 2 dự kiến ngày 11 đến giờ ngày 17 chưa thấy giao,1,negative,giao lâu quá từ ngày đặt ngày 2 dự kiến ngày 11 đến giờ ngày 17 chưa thấy giao,giao lâu quá từ ngày đặt ngày 2 dự_kiến ngày 11 đến giờ ngày 17 chưa thấy giao,vi
Lazada,trải nghiệm chán,1,negative,trải nghiệm chán,trải_nghiệm chán,vi
Tiki,"Như quần què họ, chậm như rùa",1,negative,như quần què họ chậm như rùa,như quần_què họ chậm như rùa,vi
Lazada,Đăng kí ko đc,1,negative,đăng kí không được,đăng_kí không được,vi
Lazada,"tính trải nghiệm xem như nào, ai ngờ chậm cả ngày dự kiến giao hàng cả hơn 1 ngày rồi, toàn thấy đang trên đường giao",1,negative,tính trải nghiệm xem như nào ai ngờ chậm cả ngày dự kiến giao hàng cả hơn 1 ngày rồi toàn thấy đang trên đường giao,tính trải_nghiệm xem như nào ai_ngờ chậm cả ngày dự_kiến giao hàng cả hơn 1 ngày rồi toàn thấy đang trên đường giao,vi
Tiki,Bịp bợm hàng mắc và xấu,1,negative,bịp bợm hàng mắc và xấu,bịp bợm hàng mắc và xấu,vi
Lazada,"Giao hàng sai cho KH, KH yêu cầu làm đơn hoàn từ thứ 2 tuần trước đến thứ 3 tuần này chưa có thông tin. Gọi hotline thì cũng chỉ ghi nhận.KH tự mua lại sản phẩm mới thì đã nhận và thanh toán mới rồi. Làm ăn như này thì cạnh tranh với các sàn tiktok, shoppe..? Thất vọng về cách xử lý công việc của lazada.",1,negative,giao hàng sai cho kh kh yêu cầu làm đơn hoàn từ thứ 2 tuần trước đến thứ 3 tuần này chưa có thông tin gọi hotline thì cũng chỉ ghi nhận kh tự mua lại sản phẩm mới thì đã nhận và thanh toán mới rồi làm ăn như này thì cạnh tranh với các sàn tiktok shoppe thất vọng về cách xử lý công việc của lazada,giao hàng sai cho kh kh yêu_cầu làm đơn hoàn từ thứ 2 tuần trước đến thứ 3 tuần này chưa có thông_tin gọi hotline thì cũng chỉ ghi_nhận kh_tự mua lại sản_phẩm mới thì đã nhận và thanh_toán mới rồi làm_ăn như này thì cạnh_tranh với các sàn tiktok shoppe thất_vọng về cách xử_lý công_việc của lazada,vi
Tiki,Tiki làm ăn như cặc toàn bán đồ đểu thôi ae đừng mua đồ trên đây,1,negative,tiki làm ăn như cặc toàn bán đồ đểu thôi ae đừng mua đồ trên đây,tiki làm_ăn như cặc toàn bán đồ đểu thôi ae đừng mua đồ trên đây,vi
Shopee,"đột nhiên khoá tài khoản của tôi, khiến tôi phải tạo rất nhiều tài khoản khác vẫn liên tục bị khoá",1,negative,đột nhiên khoá tài khoản của tôi khiến tôi phải tạo rất nhiều tài khoản khác vẫn liên tục bị khoá,đột_nhiên khóa tài_khoản của tôi khiến tôi phải tạo rất nhiều tài_khoản khác vẫn liên_tục bị khóa,vi
Tiki,"Mới tải ứng dụng về chọn voucher giảm giá, mua đúng 1 sản phẩm thì tiki tự ý hủy đơn hàng vì vi phạm dấu hiệu đơn sỉ rồi khóa luôn tài khoản mua hàng. Không hiểu bán hàng kiểu gì, ứng dụng quá tệ",1,negative,mới tải ứng dụng về chọn voucher giảm giá mua đúng 1 sản phẩm thì tiki tự ý hủy đơn hàng vì vi phạm dấu hiệu đơn sỉ rồi khóa luôn tài khoản mua hàng không hiểu bán hàng kiểu gì ứng dụng quá tệ,mới tải ứng_dụng về chọn voucher giảm_giá mua đúng 1 sản_phẩm thì tiki tự_ý hủy đơn hàng vì vi_phạm dấu_hiệu đơn_sỉ rồi khóa luôn tài_khoản mua hàng_không hiểu bán hàng kiểu gì ứng_dụng quá tệ,vi
Tiki,TIKI CÓ NHỮNG SHIPPER DỄ THƯƠNG QUÁ LUÔN 🙂,1,negative,tiki có những shipper dễ thương quá luôn,tiki có những shipper dễ_thương quá luôn,vi
Lazada,"mới đầu năm đã phải khẩu nghiệp, acc không làm gì cũng band. Chả hiểu nổi đội ngũ kỹ thuật hay mấy con bot AI mà ngoo thế!",1,negative,mới đầu năm đã phải khẩu nghiệp acc không làm gì cũng band chả hiểu nổi đội ngũ kỹ thuật hay mấy con bot ai mà ngoo thế,mới đầu năm đã phải khẩu_nghiệp acc không làm gì cũng band chả hiểu nổi đội_ngũ kỹ_thuật hay mấy con bot ai mà ngoo thế,vi
Tiki,"Sử dụng 4g hoặc wifi vào mục cá nhân thì báo hết thời gian chờ phản hồi, đã mấy ngày chẳng vào được để xem đơn hàng",1,negative,sử dụng 4g hoặc wifi vào mục cá nhân thì báo hết thời gian chờ phản hồi đã mấy ngày chẳng vào được để xem đơn hàng,sử_dụng 4 g hoặc wifi vào mục cá_nhân thì báo hết thời_gian chờ phản_hồi đã mấy ngày chẳng vào được để xem đơn hàng,vi
Shopee,có vocher xg đến lúc chuẩn bj đặt thì mất tiêu vocher lần nào cx vậy hoài luôn app rất tệ,1,negative,có vocher xg đến lúc chuẩn bj đặt thì mất tiêu vocher lần nào cũng vậy hoài luôn app rất tệ,có vocher xg đến lúc chuẩn bj đặt thì mất tiêu_vocher lần nào cũng vậy hoài luôn app rất tệ,vi
Lazada,quảng cáo thuốc thật nhưng gửi thuốc giả đã trả lại hàng rất mất thời gian,1,negative,quảng cáo thuốc thật nhưng gửi thuốc giả đã trả lại hàng rất mất thời gian,quảng_cáo thuốc thật nhưng gửi thuốc giả đã trả lại hàng rất mất thời_gian,vi
Shopee,xem live bị văng ra mà vẫn chưa sửa chắc tính năng à?,2,negative,xem live bị văng ra mà vẫn chưa sửa chắc tính năng à,xem live bị văng ra mà vẫn chưa sửa chắc tính_năng à,vi
Shopee,"bán hàng khôg đúng như quảng cáo hay giao thiếu, khiếu nại shopee khog giải quyết thoả đáng giao hàng lâu cực kì",1,negative,bán hàng khôg đúng như quảng cáo hay giao thiếu khiếu nại shopee khog giải quyết thoả đáng giao hàng lâu cực kì,bán hàng khôg đúng như quảng_cáo hay giao thiếu khiếu_nại shopee_khog giải_quyết thỏa đáng giao hàng lâu cực_kì,vi
Tiki,Tiki quá tệ ạ,1,negative,tiki quá tệ ạ,tiki quá tệ ạ,vi
Lazada,"đel hiểu kiểu gì điện thoại mới chưa từng sử dụng lazada đăng nhập tạo tài khoản mới thì khoá, tạo cái mới cũng vậy app như quần què",1,negative,đel hiểu kiểu gì điện thoại mới chưa từng sử dụng lazada đăng nhập tạo tài khoản mới thì khoá tạo cái mới cũng vậy app như quần què,đel hiểu kiểu gì điện_thoại mới chưa từng sử_dụng lazada đăng_nhập tạo tài_khoản mới thì khóa tạo cái mới cũng vậy app như quần_què,vi
Lazada,như cc tài khoản cũ bị khóa tạo tài khoản mới bị khóa xem như nào đi nhá,1,negative,như cc tài khoản cũ bị khóa tạo tài khoản mới bị khóa xem như nào đi nhá,như cc tài_khoản cũ bị khóa tạo tài_khoản mới bị khóa xem như nào đi nhá,vi
Lazada,"App lừa đảo, làm mất tiền ng dùng",1,negative,app lừa đảo làm mất tiền ng dùng,app lừa_đảo làm mất tiền ng dùng,vi
Lazada,"khuyên mn không nên thanh toán online trước, sàn cũng gọi là to nhất nhì Việt Nam đấy nhưng đến lúc thanh toán thì xoay ngư chong chóng (mạng mobile 5G).",2,negative,khuyên mn không nên thanh toán online trước sàn cũng gọi là to nhất nhì việt nam đấy nhưng đến lúc thanh toán thì xoay ngư chong chóng mạng mobile 5g,khuyên mn không nên thanh_toán online trước sàn cũng gọi_là to nhất nhì việt_nam đấy nhưng đến lúc thanh_toán thì xoay ngư_chong chóng_mạng mobile 5 g,vi
Lazada,"làm ăn chán quá có gì cho tôi cái samsung s25 utra đi tôi đánh giá 5 sao cho,",1,negative,làm ăn chán quá có gì cho tôi cái samsung s25 utra đi tôi đánh giá 5 sao cho,làm_ăn chán quá có gì cho tôi cái samsung s25 utra đi tôi đánh_giá 5 sao cho,vi
Shopee,quảng cáo cc,1,negative,quảng cáo cc,quảng_cáo cc,vi
Shopee,"trên máy tính bảng, tôi không cắt video đăng được",1,negative,trên máy tính bảng tôi không cắt video đăng được,trên máy_tính bảng tôi không cắt video đăng được,vi
Lazada,Tôi đã cài đặt ứng dụng này nhung rất bất tiện vì toàn chèn quảng cáo vào màn hình khi đang công việc làm nỡ nhiêu thồi gian nên tôi đã xoá ứng dung lazada khỏi dt của tôi,1,negative,tôi đã cài đặt ứng dụng này nhung rất bất tiện vì toàn chèn quảng cáo vào màn hình khi đang công việc làm nỡ nhiêu thồi gian nên tôi đã xoá ứng dung lazada khỏi dt của tôi,tôi đã cài_đặt ứng_dụng này nhung rất bất_tiện vì toàn chèn quảng_cáo vào màn_hình khi đang công_việc làm nỡ_nhiêu thồi_gian nên tôi đã xóa ứng_dung lazada khỏi dt của tôi,vi
Lazada,không hiêu cái thq gừ it lazd làm ăn j mà nick mua hàng ko thu dc mã sàn ko lấy được xu hàng ngày. dù 1 nick 1 máy 1 thieta bị. đặt đồ đubgf ko được. đubgs là cho out khỏi app mua sắm đi.,1,negative,không hiêu cái thq gừ it lazd làm ăn j mà nick mua hàng không thu được mã sàn không lấy được xu hàng ngày dù 1 nick 1 máy 1 thieta bị đặt đồ đubgf không được đubgs là cho out khỏi app mua sắm đi,không hiêu cái thq gừ it lazd làm_ăn j mà nick mua hàng_không thu được mã_sàn không lấy được xu hàng ngày dù 1 nick 1 máy 1 thieta bị đặt đồ đubgf không được đubgs là cho out khỏi app mua_sắm đi,vi
Lazada,Quảng cáo thấy phiền,1,negative,quảng cáo thấy phiền,quảng_cáo thấy phiền,vi
Lazada,Tôi bị lừa,1,negative,tôi bị lừa,tôi bị lừa,vi
Lazada,Máy mới sđt ch từng sd lazada mà ko nhận đc xu bảo hoạt động bất thường chịu luôn đấy,1,negative,máy mới sđt ch từng sd lazada mà không nhận được xu bảo hoạt động bất thường chịu luôn đấy,máy mới sđt_ch từng sd lazada mà không nhận được xu bảo hoạt_động bất_thường chịu luôn đấy,vi
Lazada,"có xu nhiều nó lọc acc k cho mua luôn,đồ chó má",1,negative,có xu nhiều nó lọc acc không cho mua luôn đồ chó má,có xu nhiều nó lọc acc không cho mua luôn đồ chó má,vi
Shopee,"giá toàn là giá ảo 1.000,2.000,... mỗi lần hỏi giá thật rất mất thời gian",2,negative,giá toàn là giá ảo 1 0 2 0 mỗi lần hỏi giá thật rất mất thời gian,giá toàn là giá ảo 1 0 2 0 mỗi lần hỏi giá thật rất mất thời_gian,vi
Tiki,"Gửi có cái mã làm tài khoản mà lâu không cho làm lun dở thật chứ, hàng này không muốn được qua chỗ khác, ghét,chậm lại còn trật",1,negative,gửi có cái mã làm tài khoản mà lâu không cho làm lun dở thật chứ hàng này không muốn được qua chỗ khác ghét chậm lại còn trật,gửi có cái mã làm tài_khoản mà lâu không cho làm lun dở_thật chứ hàng này không muốn được qua chỗ khác ghét chậm lại còn trật,vi
Tiki,"Dao hàng lâu vcl báo chậm 1-3 ngày mà *** ** chậm 5 ngày rồi chưa có hàng, app như lòn",1,negative,dao hàng lâu vcl báo chậm 1 3 ngày mà chậm 5 ngày rồi chưa có hàng app như lòn,dao hàng lâu_vcl báo chậm 1 3 ngày mà chậm 5 ngày rồi chưa có hàng app như lòn,vi
Shopee,lúc trước thì không đáng để tin cậy bạn tôi đã bị dính bẫy của bọn lừa đảo. nhưng bây giờ Shopee là nơi tôi đáng tin tưởng nhất. sản phẩm tôi nhận có sự cố hư hỏng gì là đổi trả được ngay. cảm ơn Shopee,5,negative,lúc trước thì không đáng để tin cậy bạn tôi đã bị dính bẫy của bọn lừa đảo nhưng bây giờ shopee là nơi tôi đáng tin tưởng nhất sản phẩm tôi nhận có sự cố hư hỏng gì là đổi trả được ngay cảm ơn shopee,lúc trước thì không đáng để tin_cậy bạn tôi đã bị dính bẫy của bọn lừa_đảo nhưng bây_giờ shopee là nơi tôi đáng tin_tưởng nhất sản_phẩm tôi nhận có sự_cố hư_hỏng gì là đổi trả được ngay cảm_ơn shopee,vi
Shopee,trải nghiệm tệ khi spx giao hàng muộn,1,negative,trải nghiệm tệ khi spx giao hàng muộn,trải_nghiệm tệ khi spx giao hàng muộn,vi
Lazada,quảng cái trên tt khó chịu vô cùng ☺️,1,negative,quảng cái trên tt khó chịu vô cùng,quảng_cái trên tt khó_chịu vô_cùng,vi
Lazada,"tôi đã có những trải nghiệm rất tệ khi mua hàng ở đây , giao hàng không đúng ngày , hàng bị hủy một cách vô lý , khi được hỏi tại sao thì bên chăm sóc khách hàng chỉ trả lời những câu vô nghĩa .",1,negative,tôi đã có những trải nghiệm rất tệ khi mua hàng ở đây giao hàng không đúng ngày hàng bị hủy một cách vô lý khi được hỏi tại sao thì bên chăm sóc khách hàng chỉ trả lời những câu vô nghĩa,tôi đã có những trải_nghiệm rất tệ khi mua hàng ở đây giao hàng_không đúng ngày hàng bị hủy một_cách vô_lý khi được hỏi tại_sao thì bên chăm_sóc khách_hàng chỉ trả_lời những câu vô_nghĩa,vi
Tiki,Như cặc đm bố mầy đang xem phim quảng cáo Cái con mẹ nhà m đm mày chả khác dell gì lazada cả suốt ngày quảng cáo. Đmm xoá mẹ app đi chợ đời nó trong!,1,negative,như cặc đm bố mầy đang xem phim quảng cáo cái con mẹ nhà m đm mày chả khác dell gì lazada cả suốt ngày quảng cáo đmm xoá mẹ app đi chợ đời nó trong,như cặc đm bố mầy đang xem phim quảng_cáo cái con mẹ nhà m đm mày chả khác dell gì lazada cả suốt ngày quảng_cáo đmm xóa mẹ app đi chợ đời nó trong,vi
Lazada,má vào ứng dụng nào cũng quảng cáo lazada tức vl,1,negative,má vào ứng dụng nào cũng quảng cáo lazada tức vl,má vào ứng_dụng nào cũng quảng_cáo lazada tức vl,vi
Tiki,"Giao hàng quá chậm, thủ tục rườm rà",1,negative,giao hàng quá chậm thủ tục rườm rà,giao hàng quá chậm thủ_tục rườm_rà,vi
Shopee,tôi kh thanh toán được bằng ví trả sau,1,negative,tôi kh thanh toán được bằng ví trả sau,tôi kh thanh_toán được bằng ví trả sau,vi
Lazada,Cũng cũng thôi,2,negative,cũng cũng thôi,cũng cũng thôi,vi
Tiki,Tikinow nên đổi thành tikilater đi nha 🤬,1,negative,tikinow nên đổi thành tikilater đi nha,tikinow nên đổi thành tikilater đi nha,vi
Shopee,quá tệ,1,negative,quá tệ,quá tệ,vi
Tiki,Bắt nhập tài khoản gì đấy dien hết cả người,1,negative,bắt nhập tài khoản gì đấy dien hết cả người,bắt nhập tài_khoản gì đấy dien hết cả người,vi
Lazada,"cr01 thì chịu rồi, report mấy lần với cskh thì bày cách, làm theo thì vẫn cr01",1,negative,cr01 thì chịu rồi report mấy lần với cskh thì bày cách làm theo thì vẫn cr01,cr01 thì chịu rồi report mấy lần với cskh thì bày cách làm theo thì vẫn cr01,vi
Lazada,"Trải nghiệm rất tệ. Không nên mua ở sàn Lazad này. Với 1 người dùng lâu năm và mua rất nhiều đơn nhưng lại bị giới hạn, không cho sử dụng voucher. Mail trả lời thì chung chung và đưa cách giải quyết là ""Đặt 1 đơn không dùng bất kỳ voucher nào, để hệ thống kiểm tra lại, mới tính tiếp""?!?!",1,negative,trải nghiệm rất tệ không nên mua ở sàn lazad này với 1 người dùng lâu năm và mua rất nhiều đơn nhưng lại bị giới hạn không cho sử dụng voucher mail trả lời thì chung chung và đưa cách giải quyết là đặt 1 đơn không dùng bất kỳ voucher nào để hệ thống kiểm tra lại mới tính tiếp,trải_nghiệm rất tệ không nên mua ở sàn lazad này với 1 người dùng lâu năm và mua rất nhiều đơn nhưng lại bị giới_hạn không cho sử_dụng voucher_mail trả_lời thì chung_chung và đưa cách giải_quyết là đặt 1 đơn không dùng bất_kỳ voucher nào để hệ_thống kiểm_tra lại mới tính tiếp,vi
Shopee,người giao hàng làm ăn thiếu chuyên nghiệp vô tâm,1,negative,người giao hàng làm ăn thiếu chuyên nghiệp vô tâm,người giao hàng làm_ăn thiếu chuyên_nghiệp vô_tâm,vi
Tiki,App như quần. Nhớ tiki ngày xưa :')),1,negative,app như quần nhớ tiki ngày xưa,app như quần nhớ tiki ngày_xưa,vi
Lazada,wifi căng vào cứ quay quay app qq,1,negative,wifi căng vào cứ quay quay app qq,wifi căng vào cứ quay quay app qq,vi
Tiki,"Chưa bao giờ thất vọng như lúc này. Đặt từ 22/12, đến nay đơn hàng vẫn đang xử lí. Gửi khiếu nại thì trả lời như không, chẳng thay đổi gì",1,negative,chưa bao giờ thất vọng như lúc này đặt từ 22 12 đến nay đơn hàng vẫn đang xử lí gửi khiếu nại thì trả lời như không chẳng thay đổi gì,chưa bao_giờ thất_vọng như lúc này đặt từ 22 12 đến nay đơn hàng vẫn đang xử_lí gửi khiếu_nại thì trả_lời như không chẳng thay_đổi gì,vi
Lazada,"một nền tảng rất kì quặt, chưa mua gì cũng báo lỗi ròi báo cr01 không cho mua hàng",1,negative,một nền tảng rất kì quặt chưa mua gì cũng báo lỗi ròi báo cr01 không cho mua hàng,một nền_tảng rất kì_quặt chưa mua gì cũng báo lỗi_ròi báo cr01 không cho mua hàng,vi
Lazada,bị khóa vì lý do bảo mật??:)) đã liên hệ thì bảo chưa thể hỗ trợ vì lý do bảo mật wtf lý do bảo mật là cái mẹ j,1,negative,bị khóa vì lý do bảo mật đã liên hệ thì bảo chưa thể hỗ trợ vì lý do bảo mật wtf lý do bảo mật là cái mẹ j,bị khóa vì lý_do bảo_mật đã liên_hệ thì bảo chưa_thể hỗ_trợ vì lý_do bảo_mật wtf lý_do bảo_mật là cái mẹ j,vi
Tiki,Lua đảo,1,negative,lua đảo,lua đảo,vi
Tiki,"App dởm đặt nhiều đơn toàn bị trả tiền lại trong khi tất cả các app bán hàng khác đều giao được mọi người nên xóa app này đi đỡ tốn công thời gian. Gọi điện hỏi thì đổ thừa dịch trong khi shopee lazada tất cả app khác k sao, hy vọng sớm dẹp tiệm.",1,negative,app dởm đặt nhiều đơn toàn bị trả tiền lại trong khi tất cả các app bán hàng khác đều giao được mọi người nên xóa app này đi đỡ tốn công thời gian gọi điện hỏi thì đổ thừa dịch trong khi shopee lazada tất cả app khác không sao hy vọng sớm dẹp tiệm,app dởm đặt nhiều đơn toàn bị trả tiền lại trong khi tất_cả các app bán hàng khác đều giao được mọi người nên xóa app này đi đỡ tốn_công thời_gian gọi điện hỏi thì đổ thừa_dịch trong khi shopee lazada tất_cả app khác không sao hy_vọng sớm dẹp tiệm,vi
Lazada,Rất bức súc về cái nầy mua hàng đc đúng một lần lần hai bắc thanh toán chuyển khoảng ko có tài khoảng sao mua đc nói chung rất tệ,1,negative,rất bức súc về cái nầy mua hàng được đúng một lần lần hai bắc thanh toán chuyển khoảng không có tài khoảng sao mua được nói chung rất tệ,rất bức_súc về cái nầy mua hàng được đúng một lần lần hai bắc thanh_toán chuyển khoảng không có tài khoảng sao mua được nói_chung rất tệ,vi
Tiki,quá trình kiểm tra sản phẩm rất mất thời gian và khách hàng hối thúc Tiki không lắng nghe.,1,negative,quá trình kiểm tra sản phẩm rất mất thời gian và khách hàng hối thúc tiki không lắng nghe,quá_trình kiểm_tra sản_phẩm rất mất thời_gian và khách_hàng hối_thúc tiki không lắng_nghe,vi
Lazada,"Dịch vụ chăm sóc khách hàng tệ. Vào chatbox chỉ có AI, ko liên hệ đc với nhân viên. Tiền hoàn trả cho khách ban đầu đã chọn là gửi lại qua ngân hàng nhưng lại chuyển thành voucher. T nói thật có mua nữa đâu mà chuyển làm voucher? Làm cái thứ người ta ko muốn. Haiz",1,negative,dịch vụ chăm sóc khách hàng tệ vào chatbox chỉ có ai không liên hệ được với nhân viên tiền hoàn trả cho khách ban đầu đã chọn là gửi lại qua ngân hàng nhưng lại chuyển thành voucher t nói thật có mua nữa đâu mà chuyển làm voucher làm cái thứ người ta không muốn haiz,dịch_vụ chăm_sóc khách_hàng tệ vào chatbox chỉ có ai không liên_hệ được với nhân_viên tiền hoàn_trả cho khách ban_đầu đã chọn là gửi lại qua ngân_hàng nhưng lại chuyển thành voucher_t nói thật có mua nữa đâu mà chuyển làm voucher làm cái thứ người ta không muốn haiz,vi
Shopee,xóa quảng cáo,1,negative,xóa quảng cáo,xóa quảng_cáo,vi
Lazada,"Mua hàng trên Lazada, máy ko hoạt động trả hàng lại, Lazada từ chối hoàn tiền với lý do số dư tài khoản của nhà bán hàng ko đủ tiền, bắt khách tự đòi tiền nhà bán hàng. Chưa từng thấy sàn thương mại nào vô trách nhiệm đến vậy.",1,negative,mua hàng trên lazada máy không hoạt động trả hàng lại lazada từ chối hoàn tiền với lý do số dư tài khoản của nhà bán hàng không đủ tiền bắt khách tự đòi tiền nhà bán hàng chưa từng thấy sàn thương mại nào vô trách nhiệm đến vậy,mua hàng trên lazada máy không hoạt_động trả hàng lại lazada từ_chối hoàn_tiền với lý_do số_dư tài_khoản của nhà bán hàng_không đủ tiền bắt khách tự đòi tiền nhà bán hàng chưa từng thấy sàn thương_mại nào vô_trách_nhiệm đến vậy,vi
Lazada,Ko bao giờ mua vì đắt hơn so với các nền tảng khác,1,negative,không bao giờ mua vì đắt hơn so với các nền tảng khác,không bao_giờ mua vì đắt hơn so với các nền_tảng khác,vi
Shopee,xóa app cho nhẹ ví,1,negative,xóa app cho nhẹ ví,xóa app cho nhẹ ví,vi
Tiki,Mỗi lần vào cứ bắt đăng nhập lại.,1,negative,mỗi lần vào cứ bắt đăng nhập lại,mỗi lần vào cứ bắt đăng_nhập lại,vi
Lazada,Không quan lý được các shop để ban hàng Không đúng như quảng cáo,2,negative,không quan lý được các cửa hàng để ban hàng không đúng như quảng cáo,không quan_lý được các cửa_hàng để ban hàng_không đúng như quảng_cáo,vi
Shopee,giao hàng chậm,1,negative,giao hàng chậm,giao hàng chậm,vi
Lazada,"Dù mình chả làm gì sai, chả gian lận gì cả nhưng vẫn bị dính CR03 mãi ko hết và không thể đặt hàng.Nếu sàn này ko cho khách mua hàng nữa thì còn nhiều lựa chọn khác",1,negative,dù mình chả làm gì sai chả gian lận gì cả nhưng vẫn bị dính cr03 mãi không hết và không thể đặt hàng nếu sàn này không cho khách mua hàng nữa thì còn nhiều lựa chọn khác,dù mình chả làm gì sai chả gian_lận gì cả nhưng vẫn bị dính cr03 mãi không hết và không_thể đặt_hàng nếu sàn này không cho khách mua hàng nữa thì còn nhiều lựa_chọn khác,vi
Shopee,xác nhận sđt thì phải xác nhận qua email nhưng tài khoản email mà shopee bảo lấy mã không phải tài khoản email mình đã xác nhân trên shopee thì lấy xác nhận kiểu j ?,1,negative,xác nhận sđt thì phải xác nhận qua email nhưng tài khoản email mà shopee bảo lấy mã không phải tài khoản email mình đã xác nhân trên shopee thì lấy xác nhận kiểu j,xác_nhận sđt thì phải xác_nhận qua email nhưng tài_khoản email mà shopee bảo lấy mã không phải tài_khoản email mình đã xác_nhân trên shopee thì lấy xác_nhận kiểu j,vi
Shopee,Ship bơ tự hoàn hàng lại shop tự hủy. Tệ,1,negative,ship bơ tự hoàn hàng lại cửa hàng tự hủy tệ,ship bơ_tự hoàn_hàng lại cửa_hàng tự hủy tệ,vi
Tiki,Tự nhiên liệu bị out tài khoản ko đăng nhập lại đc thà sài shoppe còn hơn,1,negative,tự nhiên liệu bị out tài khoản không đăng nhập lại được thà sài shoppe còn hơn,tự nhiên_liệu bị out tài_khoản không đăng_nhập lại được thà sài shoppe còn hơn,vi
Tiki,Really bad 🤬🤬🤬,1,negative,really bad,really bad,vi
Shopee,"Đặt hàng ở 1 shop, sản phẩm loại 1, giao hàng là 1 shop khác, hàng loại 2. thật không chấp nhận được shopee lập lờ, lừa đảo và bán chéo sản phẩm như vậy",1,negative,đặt hàng ở 1 cửa hàng sản phẩm loại 1 giao hàng là 1 cửa hàng khác hàng loại 2 thật không chấp nhận được shopee lập lờ lừa đảo và bán chéo sản phẩm như vậy,đặt_hàng ở 1 cửa_hàng sản_phẩm loại 1 giao hàng là 1 cửa_hàng khác hàng loại 2 thật không chấp_nhận được shopee lập_lờ lừa_đảo và bán_chéo sản_phẩm như_vậy,vi
