content,score,app_source
"toàn mấy đứa kid , afk",1,com.garena.game.kgvn
"game chỉ muốn dữ người chs tiếp tục đánh mà ko quan tâm họ thắng hay thua chỉ cần để bạn đánh cố thêm 1 vài trận, thua từ 3-5 thì mới đc 1 trận thắng",1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
ko bt chơi,1,com.garena.game.kgvn
game hay,5,com.garena.game.kgvn
ghép rank cong cho mấy thk phá,1,com.garena.game.kgvn
game như củ cải đồng đội dánh như đb,1,com.garena.game.kgvn
ghép trận như củ lon,1,com.garena.game.kgvn
game chán ghép toàn mấy thk không biết chơi vô game nó phá,1,com.garena.game.kgvn
chs thì lag đồng đội thì như qq,1,com.garena.game.kgvn
Hay tốt cái j cũng đẹp trừ map,3,com.garena.game.kgvn
code game hay ghép team đánh 44 sao xuống 26sao game lm rất nguuu xứng đáng sập game,1,com.garena.game.kgvn
game h tự nhiên mất tiến chơi méo đc gì,1,com.garena.game.kgvn
game l để ảnh bthuong cx bị tố cáo?,1,com.garena.game.kgvn
game ko cân bằng ghép toàn tem sv tướng thì ko cân bằng,1,com.garena.game.kgvn
ghép toàn phá game mất cân bằng vãi ra game ngày càng quá tệ ghép hạng thì toàn lũ phá game cân bằng tướng thì chẳng ra gì con mạnh con yếu không cần kỉ năng chỉ cần spam là có mạng còn tướng cần kĩ năng múa mỏi tay mà nó chỉ cần spam cũng ngang mình ghép thì toàn phá ad thì lên đầu cúng mạng sp như máy bảo đổi phụ trợ không đổi cả trận không bật phụ trợ top thì cúng mạng cho đội nó xanh rừng thì không ăn rồng không ăn caesar bài đánh giá này chứa chắc nhà phát hành đọc,1,com.garena.game.kgvn
"gà ghép trận j k , không cân sức địch mạnh hơn phe ta yếu k ,ghép 10 trận toang gặp thứ phá game không .",1,com.garena.game.kgvn
"Khinh thường người chơi Việt, Chaini niu year, skin Yue, lỗi nạp UID khoá acc không giải quyết cho ngta, chỉ khi bị làm lớn chuyện mới đi giải quyết. CNY thì im luôn không xem người chơi Việt ra gì, bị chửi cho mới xin lỗi cho có, không bồi thường gì cả. Quá tồi tệ, game ở VN sự kiện bị cắt xén, outfit thì diếm, nhìn qua bên Thái, Đài đồ mà học hỏi giùm. Bớt xem thường người chơi.",1,com.garena.game.kgvn
game toàn sv,1,com.garena.game.kgvn
hệ thống tố cáo nhu b rõ ràng thằng đó ko chs mà ko tố cáo dc trong khi đó tao chs mà vẫn bị tố cáo là thái độ tiêu cực game đưa ra hệ thống như l.ồ.n,1,com.garena.game.kgvn
"Game càng lúc càng rác ghép toàn gì đâu không cao thủ chục mùa mà toàn ghép với mấy thằng ku chưa cao thủ hoặc mới cao thủ 1 2 mùa, MVP hạ hơn mười mấy mạng mà vẫn bị trừ sao cò mấy thằng phá game thì bị trừ 3-7 uy tín vl game làm ăn gì vậy. Lỡ nạp vô game rồi muốn bỏ thì khó mà muốn gắn bó thì không thể.",1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
ghép éo công bằng,1,com.garena.game.kgvn
game cc gì mà vào tải đến 78% xong rồi im rui không vô được là sao,1,com.garena.game.kgvn
Toàn chơi cùng mấy thằng nguuu,2,com.garena.game.kgvn
ngonnn,5,com.garena.game.kgvn
56% ko thắng nổi 3 ván,1,com.garena.game.kgvn
"Toàn afk , nhieu thua choi oc cho, chui LÁO",1,com.garena.game.kgvn
"game ngày càng rác, ghép trận toàn bị chênh lệch hạng cao thủ 30 sao nhưng lại gặp 2 ta skin thì bị cắt hiệu ứng map thì xấu nói chung ngày càng giống lửa chùa chủ yếu bào tiền chứ về chất lượng chơi thì ngày càng đi xuống khuyên anh em nên cân nhắc trước khi chơi",1,com.garena.game.kgvn
ghép team ngu team địch thì rõ hay,1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
Game hay,5,com.garena.game.kgvn
không có j để chê luôn 5 sao là đúng aaaaaaa,5,com.garena.game.kgvn
thắng nhiều là bị ghép mấy thg cao team toàn mấy thg ngu bắt gánh team thì mới đc,1,com.garena.game.kgvn
game hay +1 s20 ultra bị đập vì con sv aya👍,5,com.garena.game.kgvn
"Mong game sẽ có nhiều thay đổi trong năm nay chơi rất dễ văng , mới chơi nhưng cảm thấy chất lượng ko tốt !",1,com.garena.game.kgvn
vì nó lag nên dễ văn game mà kúc đó trong trận mà bị văn ra thì trừ uy tín với lại tôi không muốn bật chế độ 4g vì máy tôi không còn tiền,2,com.garena.game.kgvn
"nói j thì nói game vẫn rất ổn, có đôi khi ko hài lòng nhưng game cũng bt lắng nghe người chơi. Mong game sẽ phát triển mạnh mẽ hơn trong tương lai .",5,com.garena.game.kgvn
e cảm thấy game giờ đánh nhanh Quá e đề nghị nhà phát làm lại tất cả bình thường trở lại cơ chế đẩy trụ như cũ và bỏ luôn ván lướt đi ạ e cảm ơn nhà. phát triển e chúc nhà phát hành game luôn mạnh khỏe để đổi mới nhiều trang phục Việt lên một tầm cao mới ạ e xin nha phát triển giúp đỡ trong việc đăng nhập để vào game cho dễ hơn ạ e đề nghị nhà phát triển xắp xếp lại cho cân bằng trong game chiến game đi chứ ghép toàn một. bên toàn người đánh giỏi một bên ko biết đánh e xin cảm ơn,2,com.garena.game.kgvn
1/7/2 thì mvp trong khi t 3/1/2 kh mvp quá vô lí tố cáo thì kh bị trừ,3,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
game rất vui mà con govera khó chịu vô cùng,1,com.garena.game.kgvn
ok,4,com.garena.game.kgvn
ok,5,com.garena.game.kgvn
tốt,5,com.garena.game.kgvn
sao vô game hok dc,1,com.garena.game.kgvn
Lag ko vô đc,1,com.garena.game.kgvn
cc Garena liên quan tao xóa luôn rồi 10 trận liên tục gặp toàn sv mướn tao đell chơi,1,com.garena.game.kgvn
game xếp trận như lol,1,com.garena.game.kgvn
ghép kiểu gì vậy 9 chuổi thua ghép toàn gì đâu không có 1 2 ngươi biết chơi còn nhiều không biết mà có đứa 0 8 3 tố cáo không trừ cái gì mà chiêu unti marja chưa đến 10 giây hồi rồi,1,com.garena.game.kgvn
lag lỗi game đầy hack tràn lan riết tụi nó bảo game 3 nước đúng thật chả sai,1,com.garena.game.kgvn
game hay phết,5,com.garena.game.kgvn
Ghép trận quá khốn nạn gặp thêm lỗi lock fps (nghĩ game.),1,com.garena.game.kgvn
vui dễ chơi và ghép đồng đội mạnh😁,5,com.garena.game.kgvn
ghép trận như bùi lỗi sv hack map thì lắm,1,com.garena.game.kgvn
game toàn hack toàn ghép trânh với mấy thg ngu,1,com.garena.game.kgvn
"game sv , Happy New Year cny cái l , tưởng tặng skin là nghĩ ổn à , game cho' rách , -1 người chơi lâu năm",1,com.garena.game.kgvn
game hay,5,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
"bao giờ mới khắc chế phá game loại này là sp cố ý ko giao tranh,ks kill của team hỗ trợ vài mạng ,nhưng ko có ích cho Team ,hay bỏ ad gây ức chế cho team nhưng ko thể tố cáo vì nó MVP mong được rep",1,com.garena.game.kgvn
game ghép trận quá ngiu quá nhiều sv lỗi hack map,1,com.garena.game.kgvn
game ghép trận quá ngiu quá nhiều sv hack map lỗi game,1,com.garena.game.kgvn
game như qq kc mà ghép với mấy thằng đại cao thủ con bên mình thì toàn sv chơi game,1,com.garena.game.kgvn
hơi lag,5,com.garena.game.kgvn
mở bán skin lag chetme ra tàn bị out game mà còn skin có chất lượng cao má out game 4 5 lần,1,com.garena.game.kgvn
gem hay,5,com.garena.game.kgvn
gép team toàn gặp team gà,4,com.garena.game.kgvn
game cho chó chs a,1,com.garena.game.kgvn
gema hayyy,5,com.garena.game.kgvn
đi đơn toàn svat,1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
dù thua nhưng thắng nhiều,5,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
game hayyyy,5,com.garena.game.kgvn
yêu cầu tăng sức mạnh cho con flo,3,com.garena.game.kgvn
chơi hay hơi lag nhưng hay và chỉ cần sử dụng đúng cách thì thắng liên tiếp luôn💯💯❤️,5,com.garena.game.kgvn
xếp đội hik ccc,1,com.garena.game.kgvn
rác rưởi,1,com.garena.game.kgvn
game rác,1,com.garena.game.kgvn
vá đả,5,com.garena.game.kgvn
cũng được nhưng đồng đội quá chơi ngu,5,com.garena.game.kgvn
"Nhìn lại cách ghép trận xem, toàn ghép với mấy đứa phá game, tố cáo thì chúng nó không bị gì còn mình thì tuột hạng vèo vèo",1,com.garena.game.kgvn
"Game lon, ghép trận như con cak, từ nay về sau tao del cho 5 sao nữa",1,com.garena.game.kgvn
Ko khuyến khích ae tải Game còn chẳng bật đc 120 fps đồ họa thì tệ hại còn ghép trận thì quá mất cân bằng nói chung ko bằng đc 1 góc nào cũng những game moba khác,1,com.garena.game.kgvn
"Game hay nha mn, đáng để tải về chơi. Game đồ hoạ ổn, skin đẹp, hoạt hoạ rất tốt và game có hệ thống tố cáo như loằn👍",1,com.garena.game.kgvn
liên quân chơi rất hay,5,com.garena.game.kgvn
nói chung là ko,4,com.garena.game.kgvn
vô game mạng bình thường mà đứng game?,1,com.garena.game.kgvn
game chứa đến 14gb là chiếm hết gb đt,1,com.garena.game.kgvn
game như lol chơi đc chuỗi thắng 3 thì ghép cho team choi thua mẹ trăm trận gamelolllllllllllllllll,1,com.garena.game.kgvn
game rác,1,com.garena.game.kgvn
ko hay,1,com.garena.game.kgvn
LoVe AoV ❤️,5,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
quá ức chế quá áp lực đội hình ko hoàn chỉnh tranh lane rất nhiều,1,com.garena.game.kgvn
rat hay,5,com.garena.game.kgvn
đẹp,5,com.garena.game.kgvn
game hay,5,com.garena.game.kgvn
ghép rank toàn thứ gì đâu không lệch hạng buff bẩn ghép toàn thứ ngu rank thắng thì dell cộng sao đúng rác ko nên tải nha ae,1,com.garena.game.kgvn
sửa lại cách ghép trận đối thủ :>,5,com.garena.game.kgvn
Tôi thấy đây là tựa game dành cho tôi để giải trí tôi yên game này,5,com.garena.game.kgvn
hay nhiều skin đẹp,5,com.garena.game.kgvn
toàn tk phá game,1,com.garena.game.kgvn
cũng cũng,4,com.garena.game.kgvn
Lắc quá,1,com.garena.game.kgvn
chs cũng hay nhưng nếu máy ít dung lượng thì mỗi lần cập nhập thì xóa đi r tải lại chứ cập nhập hao dung lượng lắm tui để cập nhập 2 hay 3 lần gì mà lên tận 13gb,4,com.garena.game.kgvn
"cân bằng game rất tệ , ghép rank thì toàn gặp phá game với cheat",1,com.garena.game.kgvn
không đăng nhập được fb,1,com.garena.game.kgvn
game rất hay,1,com.garena.game.kgvn
"Lag vc, tối ưu thì kém mà mấy vấn đề lặt vặt thì fix rõ nhanh",3,com.garena.game.kgvn
ước gì game hỗ trợ trên máy tính,5,com.garena.game.kgvn
nói thật ai cần mua điện thoại mới nên tải game chơi vì mới 2 tuần chước tôi đang vô chận thì nó tự tắc nguồn và làm cho điện thoại tôi bị bóc khói mà điện thoại tôi chơi không hề yếu và tôi phải đưa ra tiệm để người ta sửa mất máy ngày liền đến ngày hôm qua mới lấy về được và tôi nhắc lại nhé ai cần thay điện thoại hoạt điện thoại mạnh thì nên tải còn không muốn điện thoại mình bị gì thì đừng nên tải game về chơi game lại có quấn đề về truyề tải mạng rồi,1,com.garena.game.kgvn
cũng đc tui chơi vì ah chj tui chơi chúng,4,com.garena.game.kgvn
Như căng cọt,5,com.garena.game.kgvn
"toàn pick cho team lag,afk",1,com.garena.game.kgvn
Vyi,5,com.garena.game.kgvn
vãi cả cân bằng tướng giảm dùm con moren cho bố cái,1,com.garena.game.kgvn
lao vào đội hình của địch là văng làm gì cũng văng,1,com.garena.game.kgvn
"ghép trận thì chẳng ra sao, gặp phá game tố cáo thì lại chẳng bị trừ uy tín hay gì hết, game thì giật lag, chơi hay, ăn mạng với hỗ trợ các thứ nhiều vãi ra thì chả được tính để được MVP hay s, SS",2,com.garena.game.kgvn
game lag quá,1,com.garena.game.kgvn
rất hay,5,com.garena.game.kgvn
"game ghép chận cái kiểu gì vậy , còng lưng cũng không gánh nổi 😡😡😡😡",1,com.garena.game.kgvn
game hay mà 1 trận kiếm ít vàng vãi cày cực khổ mấy tuần mới đủ mua tướng,1,com.garena.game.kgvn
"Mọi ng đừng tải về đừng chơi nữa, vì game có thuật toán A.I ghép trận để mình thắng ít thua nhiều khiến mọi ng cay cú và càng chơi nhiều hơn, nhà game ko sợ bạn lên chiến tướng/chiến thần, nhà làm game sợ bạn lên chiến tướng/chiến thần r sẽ xóa game ko chơi nữa vì khi chúng ta thua chúng ta càng chơi nhiều thì nhà làm game càng giàu, đừng làm giàu cho họ nữa mà hãy chung tay tẩy chay xóa game tập trung sự nghiệp để cho họ phá sản dẹp game thì khi đó chúng ta mới là những ng chiến thắng thật sự!",1,com.garena.game.kgvn
vốn hóa lớn makkvn của,2,com.garena.game.kgvn
hệ thống ghép nguu vc nghĩ sao rank cao thủ ghép với lv 25 vào toàn phá,1,com.garena.game.kgvn
hay lắm luôn ai có ý định chơi thì tải luôn đi chờ chi !,5,com.garena.game.kgvn
"kh hỏi sao game lâu lại bị lỗi đơ ngoài sảnh chờ , để treo cả tiếng vẫn kh thấy gì , trong khi thoát ra sài các ứng dụng khác chạy vẫn mượt",1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
game khó chơi ko đc ý muốn,1,com.garena.game.kgvn
sao mik chs nó bị đi chậm sao á xog r mik đang đi thẳng giật lại để quay ngược lại 2 3 giây sau nó hành động mong game khắc phục tình trạng này,2,com.garena.game.kgvn
chơi vui lắm,5,com.garena.game.kgvn
"acc bị hack, muốn xoá acc mà game làm khó quá ko xoá đc😇",4,com.garena.game.kgvn
game như ca.c t,1,com.garena.game.kgvn
ghép toàn sv nhg vẫn thik chs=)),4,com.garena.game.kgvn
anh em đánh giá xấu thì nó cũng ko xem đâu,1,com.garena.game.kgvn
Hay,5,com.garena.game.kgvn
tưởng do máy kém nhma hog phải tại game lag quá chơi hay bị văng game. 🐿️,5,com.garena.game.kgvn
Game lag chs toàn hạc,1,com.garena.game.kgvn
game càng ngày càng rác,1,com.garena.game.kgvn
Siêu Cuống,5,com.garena.game.kgvn
"thường xuyên bị lag không di chuyển đc, nhiều lần đang tải vô trận thì không tải nữa",1,com.garena.game.kgvn
"ghép toàn phá game, afk, test tướng, test giáo án, tranh lane. đánh 10 thua hếy vì toàn ghép trúng dì đâ không. làm ơn đi game lắng nghe người chs dùm 1 cái nhen",1,com.garena.game.kgvn
"admin xem lại game cho người chơi , cái gì củng bắt tải .nhiều khi afk tố cáo nó không được , mình làm việc phải có tâm nha acmind",5,com.garena.game.kgvn
Game như loll. toàn xếp vs óc chó,1,com.garena.game.kgvn
toàn gặp xúc vật,1,com.garena.game.kgvn
game hệ thống ghép chận quá rác ko còn gì để nói,1,com.garena.game.kgvn
dễ out game,1,com.garena.game.kgvn
buổi sáng ghéo dell gập taem nào ra hồn,1,com.garena.game.kgvn
Game lol,1,com.garena.game.kgvn
kém!,1,com.garena.game.kgvn
tốt,5,com.garena.game.kgvn
chơi rất vui leo ran lên chiến tướng bà rồi,5,com.garena.game.kgvn
"ghép thì toàn ghép địch khủng, mong garena ghép lại cho công bằng tí",1,com.garena.game.kgvn
đang vô trận thì văng xong nó trừ dần xuống giờ còn 84 uy tín vãi game lm ăn thế này thì chịu,1,com.garena.game.kgvn
Chừng nào được bù sao khi gặp AFK đi rồi cho 5 sao. Nghĩ sao 4 vs 5 mà vẫn bị trừ sao? Có thấy bất công quá không?,1,com.garena.game.kgvn
"ghép team ncc tao, thắng thua liên tục, mấy chục trận, cứ cao thủ r lên dc 6 sao, xuống lại tinh anh r lại lên, mệt vl",1,com.garena.game.kgvn
10 điểm,5,com.garena.game.kgvn
gêm rác vãi 1sao là đúng,5,com.garena.game.kgvn
game như gì chơi toàn thua,1,com.garena.game.kgvn
game ghép trận kiểu j thế đội bạn toàn cao thủ sao chơi kại xóa game,1,com.garena.game.kgvn
phải nói là cực kỳ lag khi vô game và vào trận,1,com.garena.game.kgvn
Game Quá Hay Nên Free Skin Thứ Nguyên Vệ Thần Là Ok,5,com.garena.game.kgvn
game này nên đc xoá,1,com.garena.game.kgvn
ghep đoi như cailon,1,com.garena.game.kgvn
tốt,5,com.garena.game.kgvn
rất ok,5,com.garena.game.kgvn
"Liên Quân Mobile ngày càng gây thất vọng vì ghép trận lệch trình, đội hình chênh lệch rõ ràng khiến trận đấu mất cân bằng. Đánh rank mà phụ thuộc may rủi đồng đội. Tình trạng phá game, AFK, feed vẫn nhiều, hệ thống trừ uy tín chưa đủ răn đe, làm người chơi nghiêm túc rất ức chế.",1,com.garena.game.kgvn
đang xác nhận vô game tnhien văng game lsao nua v tr?,1,com.garena.game.kgvn
game tải tài nguyên lâu - 1 sao,4,com.garena.game.kgvn
"game rác gây ức chế 3,5 sao là phải ai mà đánh giá 5sao chỉ có thể ekip",1,com.garena.game.kgvn
lag,5,com.garena.game.kgvn
"game rác ghép trận như sv toàn phá game test tướng , test skin ,afk",1,com.garena.game.kgvn
xếp trận như c,1,com.garena.game.kgvn
chơi vui lm may con ga biet gi,5,com.garena.game.kgvn
Ghép rank quá lệch,1,com.garena.game.kgvn
T chờ cả chục phút ms vào dc mà lại kodc z hả???,1,com.garena.game.kgvn
game ghép trận toàn thằng ngu,1,com.garena.game.kgvn
hay,5,com.garena.game.kgvn
game hay,5,com.garena.game.kgvn
"game lúc trước còn hay do khi có người afk thì không mất sao nhưng giờ có người afk vẫn bị trừ sao không công bằng vc 2,3 người afk chơi rất bất lực mất công cày rank cả ngày mà chỉ cần gặp người afk là mất hết số sao mà cày được,rất bất lực và tức luôn chỉ cần chơi 1-2 ván là hết động lực để chơi game và game chơi rất lag chỉ cần ở gần địch là cứ bị giật giật,trải nghiệm game không được mượt và hay như trước nữa,mong ad đọc và sửa lại,nhưng nói chung thì chơi với bạn bè vẫn rất vui không chán.",3,com.garena.game.kgvn
ok,5,com.garena.game.kgvn
"ghép team ko ra gì, xử lý phạt ko hợp lí lỗi chiêu nhiều lần",1,com.garena.game.kgvn
"ghép toàn óc chó, phá game ức chế vch",1,com.garena.game.kgvn
Càng ngày càng lag đitme game,1,com.garena.game.kgvn
game ghép toàn bọn ngu nát vc,1,com.garena.game.kgvn
"hay nha với cg có nhiều skin đẹp , nên chơi",5,com.garena.game.kgvn
ghép bị lệch ranh,1,com.garena.game.kgvn
ghép team như cặc,1,com.garena.game.kgvn
game gì mà vô chơi bị nhảy ra ko,1,com.garena.game.kgvn
"gems rất vui, có thể nhận sikim miễn phí yêu liên quân 😘",5,com.garena.game.kgvn
game ghép trận ko công bằng,1,com.garena.game.kgvn
lỗi hiệu ứng xuất hiện của skin,3,com.garena.game.kgvn
ghép trận thì toàn bọn ngu,1,com.garena.game.kgvn
"thích, hay",5,com.garena.game.kgvn
game bị lỗi ko vào dc 1 sao,1,com.garena.game.kgvn
cứ win 10 trận game lại cho thua 32 trận mà tôi vừa mới chơi lại toàn ghép cho trận toàn bots hoặc afk mong nhà làm game xửa lại,2,com.garena.game.kgvn
"gà xem lại như nào đi, sao tôi chơi game được tầm 15-20p là tôi bị văng ấy. tôi dùng samsung",1,com.garena.game.kgvn
ok Chào các bạn trong thời gian qua đi đến một tựa game Free Fire,5,com.dts.freefireth
game hay mỗi tội tốn dung lượng,5,com.dts.freefireth
rất tuyệt và sự thoải mái hơn hẳn,5,com.dts.freefireth
game ncc vào toàn bị lỗi bị lắc. giống như vườn từ do cũng vậy cập nhật lại cây mới toàn bị lỗi chơi đc cc gì mất hết cây. cây thì lung tung chẳng chơi được cc gì hết,1,com.dts.freefireth
vì nó gây ấn tượng cho tôi,4,com.dts.freefireth
k làm j cũng bị ban tổ đội,1,com.dts.freefireth
t mới nghỉ game 1 thời gian mà giờ vào lại thì cả setting lẫn độ nhạy của t đều bị xóa là sao???,1,com.dts.freefireth
game thây tốt ae chs thử ik,5,com.dts.freefireth
hay,5,com.dts.freefireth
play to win quá ước j anh gá cho thẻ đổi tên :),3,com.dts.freefireth
hay,5,com.dts.freefireth
Game Như C_ Hệ Thống KĐj Ấy Afk Bảo Đeo Afk Game Còn Bt The Ma Tố Cáo Bảo Ko Đủ Bằng Chứng,1,com.dts.freefireth
được,5,com.dts.freefireth
hay,5,com.dts.freefireth
lag ko chs đc,1,com.dts.freefireth
tuyệt,4,com.dts.freefireth
trò chơi thực tế tôi rất thích,5,com.dts.freefireth
chơi rất vui tôi rất hài lòng,5,com.dts.freefireth
ok rất dc,5,com.dts.freefireth
"cơ chế đánh giá của game quá ngu khi không phân biệt được giữa chửi và nói chuyện bình thường cùng bạn bè, người được mời từ thế giới vô chỉ cần tố cáo dù không sử dụng ngôn từ khiếm nhã thì vẫn bị cấm mic.",1,com.dts.freefireth
hay nh mà ko hiểu sao chơi toàn gặp hack(tử chiến) còn sinh tồn thì nó báo lỗi ko thể tìm trận rồi đc vài hôm thì ko chơi đc cái j luôn độc lang chiến cx ko chơi đc người khác mời vào đội đồng ý mà nó cứ ghi là trong đội đó có người dùng phần mềm thứ 3 mong nhà phát hành tăng cường hệ điều hành chứ nhiều hack quá và sữa lổi ko chơi đc j cả game càng ngày càng chán sự kiện cx chẳng có j vui mà lúc nào cx gặp hack,1,com.dts.freefireth
Hay,5,com.dts.freefireth
tốt,5,com.dts.freefireth
rất hay,5,com.dts.freefireth
rất vui,5,com.dts.freefireth
quá hay,5,com.dts.freefireth
rất tốt súc sắc quá tốt 10 điểm ko nhưng chơi gất đả quá hây quá rê chị tốt lắm,5,com.dts.freefireth
game hay,5,com.dts.freefireth
ff lol tnhien trừ tiền của bố,1,com.dts.freefireth
lỗi bắn ko ra dame là sao????,1,com.dts.freefireth
chơi free fire rất vui và có thể kết bạn với những người thân hoặc người khác,5,com.dts.freefireth
ko hack nhưng vẫn bị nghi vấn hack?,5,com.dts.freefireth
cực kỳ hay,5,com.dts.freefireth
chơi đc 4 năm r thì h nick tôi đã nắm dưới đáy xã hội,5,com.dts.freefireth
mới tải lại mà kêu tải tài nguyên hoài ko bt bao giờ mới xong,1,com.dts.freefireth
tui rất thích game này,5,com.dts.freefireth
tâm nặng lag,1,com.dts.freefireth
Tốt nhưng đừng cập nhật nhiều,4,com.dts.freefireth
chơi nhìu bạn vùi ve,3,com.dts.freefireth
vì free frie quá hay,5,com.dts.freefireth
hay,5,com.dts.freefireth
hay,5,com.dts.freefireth
hay,5,com.dts.freefireth
Game lon,1,com.dts.freefireth
"giờ game sửa lại lỗi rồi mà tôi cũng đôi lúc chơi thôi, chơi mà cục súc với đồng đội lại chửi garena ko chơi được thì thôi",5,com.dts.freefireth
game không hay đã có acc rồi đăng nhập không được luôn á,1,com.dts.freefireth
rất tốt,5,com.dts.freefireth
Gam rất hay sự kiện cài cũng rất dễ,5,com.dts.freefireth
hay,5,com.dts.freefireth
100 sao tốt,5,com.dts.freefireth
"hay nhưng vẫn rất nhiều hack,và mong game tạo ra mấy sự kiện tặng kc như hồi xưa đi",5,com.dts.freefireth
mời vô đội nó cứ người bạn của bạn Sài phầm niềm thứ 3 mong Garena khắc phục,1,com.dts.freefireth
Vì nhà ko thật ko có cửa 🙅,1,com.dts.freefireth
-game ff .vườn tự do bị gì vậy.vô game cứ lag trồng cây thì bị lỗi vườn đả đầy trong khi bán 20 cây.có bản cập nhật gì ko chứ cứ lag vậy ai chơi đc!!!,1,com.dts.freefireth
Game lỗi tải map không được không chơi được sinh tồn và tử chiến đề nghị khắc phục ngay !!!!!!,1,com.dts.freefireth
tốt,5,com.dts.freefireth
nice,5,com.dts.freefireth
rất hay và vui,5,com.dts.freefireth
"Tôi hi vọng rằng , những cái mỏ hỗn trong tựa game này không làm tôi thất vọng 😙",3,com.dts.freefireth
tôi cảm ơn Free Fire,5,com.dts.freefireth
chs khá tốt 5 sao,5,com.dts.freefireth
do hơi lag lên tui để vẫn mong ah gà ko cấm ạ 😓,4,com.dts.freefireth
rất hay chơi siu vui lun,5,com.dts.freefireth
hay hơi lag 1 tí,5,com.dts.freefireth
vui,5,com.dts.freefireth
chơu game toàn bị mắc ỉa,1,com.dts.freefireth
Choi vui,5,com.dts.freefireth
game lỏ lonnn,1,com.dts.freefireth
tuyệt khen,5,com.dts.freefireth
tôi bị lỗi,2,com.dts.freefireth
game rất hay,5,com.dts.freefireth
ổn,4,com.dts.freefireth
Lại mất đăng nhập,1,com.dts.freefireth
tốt,5,com.dts.freefireth
rất tốt đó nhen😁💯😘,4,com.dts.freefireth
vui,5,com.dts.freefireth
nạp thẻ lên cấp đớp gấp 3,1,com.dts.freefireth
👍🤓,5,com.dts.freefireth
vui nhưng ko ai chơi chung khá buồn,5,com.dts.freefireth
đc,5,com.dts.freefireth
"cập nhật thêm mic tất cả làm gì còn tự động bật, nhục vãi ra, nhái ai v😓",1,com.dts.freefireth
quá vui,5,com.dts.freefireth
vui,5,com.dts.freefireth
quá hay ❤️❤️,3,com.dts.freefireth
game hay vl,5,com.dts.freefireth
hơi lắc tí,5,com.dts.freefireth
tôi nòi thật game cũng khá là jay nhưng mong anh gà rép đồi động có não và mong anh gà trừng trị mấy thk hack tố cáo nhưng ko game làm thế thì nản vcl,1,com.dts.freefireth
khi tải về thì hoi nhiều gb,5,com.dts.freefireth
"Chỉ có một chữ""hay"" nhưng sau này hãy cung cấp nhiệm vụ nhận thưởng quần áo và hành động cho tôi nhiều hơn nha",5,com.dts.freefireth
game hay,5,com.dts.freefireth
game hay đấy 👍👍👍👍👍🥀,5,com.dts.freefireth
Ok,5,com.dts.freefireth
game cực hay,5,com.dts.freefireth
10 điểm ko có nhưng,5,com.dts.freefireth
hay,4,com.dts.freefireth
bán headshot 100%,5,com.dts.freefireth
bắn vào mà không mất máu,1,com.dts.freefireth
game hay,5,com.dts.freefireth
rất hay,5,com.dts.freefireth
"Rất hay,vui",5,com.dts.freefireth
mẹ geam như cuttt có mỗi cái lỗ nhỏ cũng bán chết đc chơi 5 năm rưỡi mà lần đầu chết như thế đay là đánh giá thật,1,com.dts.freefireth
ok,5,com.dts.freefireth
hơn ♥️,2,com.dts.freefireth
siêu hay luôn,5,com.dts.freefireth
hay,5,com.dts.freefireth
game hay!!!,5,com.dts.freefireth
không tải được Sinh tồn tử Chiến,1,com.dts.freefireth
tải quá lâu,1,com.dts.freefireth
tốt,4,com.dts.freefireth
10000000 hay quá,5,com.dts.freefireth
cuốn quá trời nối chơi hay,5,com.dts.freefireth
tôi bị ban acc phi phai yêu cầu nhà phát thành làm lại,3,com.dts.freefireth
geam này đã khiến tôi nhớ những người bạn cũ đó,5,com.dts.freefireth
vui,5,com.dts.freefireth
G nên trừ nặng hơn,1,com.dts.freefireth
choi vui,5,com.dts.freefireth
game hay vl lại còn vui,5,com.dts.freefireth
game bị gì á tải tài nguyên không được chả chơi dc tc vs st,1,com.dts.freefireth
chơi mà toàn gặp hack,1,com.dts.freefireth
tôi rất thich,5,com.dts.freefireth
rất hay,5,com.dts.freefireth
game rác,1,com.dts.freefireth
chs hay,5,com.dts.freefireth
hay vô cùng,5,com.dts.freefireth
gặp trẻ trâu nữa còn đứng kế bên không cứu gặp thêm mấy thằng hack nữa,4,com.dts.freefireth
trò chơi này rất hay và sự kiện của ff lại ko ngon mấy cho 4 sao thôi,4,com.dts.freefireth
cập nhật cái lag quá trời mạng thì bth,1,com.dts.freefireth
game giờ lạ quá toàn ra nhân vật kì không còn vui như trước yêu cầu suy nghĩ trước khi cập nhật,1,com.dts.freefireth
quá hay,5,com.dts.freefireth
nạp tiền chs toàn thua,1,com.dts.freefireth
ff 10000 điểm,5,com.dts.freefireth
ok hay,5,com.dts.freefireth
"game chán, tuk, mấy đứa ko ht chs AMW 3&3 r nó cx chs AMW trong khi nó ko bt dùng , đồng đội thì như l, game càng ngày càng dởm",1,com.dts.freefireth
