feedback_text,is_PRODUCT,is_PRICE,is_SHIPPING,is_SERVICE,is_PLATFORM
fantastic sản phẩm sang xịn đẹp rất thích,1,0,0,0,0
giao hàng lâu tại sao họ làm từ từ vậy thậm chí việc đơn giản cũng không làm được không nên tải,1,0,1,0,0
đơn đặt cả tháng hàng đã đến nơi nhưng không chịu liên lạc để giao mà đã tự ý hoàn hàng,0,0,0,0,0
app load quá lâu không thể sử dụng được,0,0,1,0,1
mog app ngày càng pt và tung nhiều voucher,0,1,1,0,1
đắp quá,0,0,0,0,0
xử lí quá chậm 48 ngày chưa xử lý xong làm ăn x nhăn cập nhật cũng như không chả có ít ghì,1,0,1,0,0
lã giại này lm ăn quá tệ ship hàng rất lâu quá thời gian dự kiên hơn tuần mã vẫn chx thấy hàng đâu,0,0,1,0,0
có voucher giảm 80k mà không dùng được,1,1,0,0,0
được nha tốt,0,0,0,0,0
giao hàng nhanh hàng còn nguyên vẹn,0,0,1,0,0
đăng nhập bằng số điện thoại khó lun tài khoản thì lấy thì cho khách hàng đăng ký để mua hàng quá tệ,0,0,0,0,1
cập nhật xong hay lỗi quá nhất là phần chat với nhà bán,0,0,0,1,1
ok đấy cửa hàng ut,0,0,0,1,0
tiki có nhiều cửa hàng thời trang đẹp và rẻ,1,1,0,1,1
uy tín,0,0,0,0,0
tôi thấy ứng dụng này rất tốt,0,0,0,0,1
toàn lỗi thôi,0,0,0,0,1
hnnhhuc như jkokky,0,0,0,0,0
hiện tại shopee thay đổi chính sách khi hoàn hàng shopee không có hình thức đến lấy hàng tại nhà mà chỉ có mang đến bưu cục và tự sắp xếp cho dù đơn đó hàng có lỗi hay không như vậy shopee đang ép người dùng không cho trả hàng sẽ chuyển sang tiktok mua hàng,1,0,0,1,1
làm ăn vô trách nhiệm mọi người không nên dùng,1,0,0,0,0
tui thử tải về giao hàng nhanh thì tui cho 5sao,0,0,1,0,0
không đăng nhập được,0,0,0,0,1
app không có chỗ đổi trả hàng khi mà muốn trả hàng thì phải chat với tiki sau đó nhân viên gọi đến bảo phải gửi hình ảnh qua email mà tôi chả biết dùng mail làm việc rất dài dòng chứ không giống như lazada đáng lý cho 1 nhưng vì nhân viên nói chuyện dễ thương và nhiệt tình nên cho 2,1,0,0,1,1
rat thich laz,0,0,0,0,0
hàng có chất lượng rất tốt và màu sơn cũng rất đẹp,1,0,0,0,0
lôn nhừ,0,0,0,0,0
bên lazada sao cập nhật thời gian giao hàng kh đúng như trên app nhỉ cần fit lại lỗi này nhé,0,0,1,0,1
như cặc,0,0,0,0,0
hàng tốt chất lượng yên tâm khi mua ở tiki hi vọng cty ngày càng phát triển,1,0,1,0,1
tui đăng nhập là bị khóa mong bên đó sửa lỗi,0,0,0,0,1
cho 1 sao xong xóa app tiki luôn đặt hàng cả tháng không giao sau đó tự ý hủy đơn của khách không nói một lời,0,0,0,0,1
lazada very good sẽ luôn ủng hộ,0,0,0,0,1
rất tốt,0,0,0,0,0
mua hàng trên ứng dụng bị lừa nhiều rồi,0,0,0,0,1
nhập mật khẩu quá mệt,0,0,0,0,0
1 sao vì quảng cáo quá nhiều tác dụng ngược ok quảng cáo tiếp đi,0,0,0,0,0
tiki không đáp ứng được nhu cầu của khách hàng,0,0,0,0,1
dịch vụ hỗ trợ tốt nhưng dịch vụ hỗ trợ khách hàng còn chậm chat với nhân viên hỗ trợ nhưng không có thông báo gì cho tôi khi họ trả lời tôi không rảnh mà ngồi trực mấy tiếng đồng hồ chỉ để nhận lời xin lỗi của các bạn,1,0,1,1,1
cửa hàng lừa đảo lỡ chuyển tiền xong hủy đơn hoàn tiền lazada báo đã hoàn tiền cửa hàng cũng báo hoàn tiền nhưng không hoàn bà con đừng chọn app này nha lừa đảo đó muốn giúp đỡ thì hoàn tiền đi đừng nói suông,1,1,0,1,1
không thấy đánh giá shopeer chưa kể đơn sao mà toàn mùi nc đái ấy phiền chỗ của ghệ hơn nhà quan chết chủ,0,1,0,1,1
áp dùng như đặc cầu hàng mắc éo tả được đã vậy còn đòi nhiều quyền cửa hàng bán không có tâm quảng cáo một kiểu mà giáo một kiểu một sao là xứng đáng rồi,1,1,0,1,0
good app ai vay vào trang 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 này đảm bảo vay tốt nhất luôn nhận 9tr900 dễ phí cực tốt do em đang thiếu chỉ tiêu sắp thất nghiệp còn về app này quá thất vọng lazada ơi theo áp mua hàng rất nhiều năm rồi mà giờ càng ngày càng làm ăn tệ hại sản phẩm hiện lên cho kh mua mà để là khu vực không giao hàng được không giao được thì hiện lên làm gì kiếm ng hỗ trợ 1 vấn đề nào thì không kiếm được ai,1,1,1,1,1
tốt rầy ok,0,0,0,0,0
ứng dụng tốt mượt,0,0,0,0,1
tiện lợi và rất hữu ích,0,0,0,0,0
hài kịch,0,0,0,0,0
cũng được đi,1,0,0,0,0
đặt hàng 1 tháng rưỡi rồi giao được hay không giao được do chỉ thị 16 thì cũng phải báo lại cho người ta biết 1 cái mail hay 1 thông báo cũng không có shopee không giao được gửi hẳn thông báo để khách không phải chờ tiki làm ăn như thế sao tôi dám mua nữa,1,0,0,1,1
app lừa đảo đấy ae ạ mình hủy đơn chọn phương thức hoàn tiền về ngân hàng nhưng sàn lại tự ý hoàn thành voucher cho mình mình có khiếu nại thì kêu do lỗi hệ thống và bảo đợi 15 20 ngày mới xử lý được lỗi sàn nhưng lại bắt khách đợi nói thật mình bị 1 lần hôm 18 6 rồi mà nay cả tháng rồi 28 7 vẫn bị lỗi hệ thống chả hiểu là có fix lỗi hay không hay cứ kệ cho khách bị lỗi mình không phải người duy nhất bị hiện tại sàn đang treo của mình vài triệu có acc đã 12 ngày nhưng chưa thấy hoàn gì,1,1,1,0,1
tẩy chay lazada lazada ăn quỵt trên mồ hôi công sức của người chơi game trên lazada,0,0,0,0,1
spam quảng cáo đểu,0,0,0,0,0
app rẻ jack dell đn được,0,1,0,0,1
quảng cái hoài,0,0,0,0,0
rất tốt,0,0,0,0,0
lazada tự ý đánh lỗi cr01 mặc dù trước giờ mình có mua gì đâu,0,0,0,0,1
không biết dùng,1,0,0,0,0
tốt rất vui ve ok luôn,0,0,0,0,0
bật app lên là bị video trong tab live video chạy ra ghét cay ghét đắng vì làm chậm máy và không thích quảng cáo người ta thích mua gì thì vào phần tìm kiếm mắc cớ gì cứ phải hiện lên cái live video sao không chọn được tab trang chủ làm mặc định đề ghị sửa app lại cho người dùng tự do chọn lựa còn đây bắt ép người dùng phải theo app mặc định,1,1,1,0,1
acc đăng ký gần 10 năm đang sử dụng bình thường thì bị chặn nhận shoppe xu vì hoạt động bất thường ủa gì dị nhắn tin thì trả lời chung chung,0,1,1,1,0
đóng gói ẩu nếu trong nội thành thì không sao nhưng qua tỉnh khác là sẽ bị dập nát nút hủy đơn không cho bấm vào app tệ,0,0,1,0,1
mìh đang rất khó chịu vì một số vấn đề với laz mình cần câu trả lời chứ không phải mấy c ai được lập trình sẵn để trl vấn đề của tôi như thế này tôi đk laz bằg số dth của tôi nó cũg gửi mã về như thường khi tôi đk được rồi thì nó lại ra một tài khoản của người dùng khác có số đth cũng y chang tôi và laz giải quyết gì kì v hỏi thì bắt lặp lại câu hỏi dm rất bực nhưng qua shopee đk thì không có tình trạng giống laz cho tôi ngay lời giải thích,1,0,0,1,1
nhân viên hỗ trợ quá tệ tôi chờ tận mấy ngày để nhận về thông tin không đúng và chẳng ai hỗ trợ được tôi cả style làm việc hách dịch thích là khóa hỏi lý do thì nói là nghi ngờ tôi xài nhiều tài khoản nghi ngờ thì sao không xác minh đi mà lại khóa của khách không chấp nhận được,1,0,1,1,0
chức năng tìm kiếm quá tệ không bao giờ tìm ra đúng thứ mình mua mặc dù đã gõ tên từng chữ đúng ra luôn r,0,0,0,0,0
giao hàng chậm quá tệ đừng nên dùng,1,0,1,0,0
giao hàng nhanh,0,0,1,0,0
lazada giờ làm việc tốt khách hàng dễ mua sắm chọn lựa sản phẩm giao diện dễ sử dụng,1,0,0,0,1
mấy hôm nay nó cứ quảng cáo liện tục không vào một ứng dụng nào cũng quảng cáo ngủ cũng nghe tiếng nx vui lòng dừng quảng cáo đi mệt rồi,1,0,0,0,1
được giẻ nhưng không chất lượng lắm nên dùng,1,0,0,0,0
tôi tin tưởng nha mấy anh shipper,0,0,1,0,0
dù không làm gì vẫn khóa acc rất khó chịu,0,0,0,0,0
đồ ở trên đây rất đa dạng tôi rất thích,1,0,0,0,0
rất hay và tuyệt vời,0,0,0,0,0
lừa đao,0,0,0,0,0
vô đâu cũng thấy quảng cáo của shopee nút thoát không ấn được phiền,1,0,0,1,1
hạn chế tự mở app khi người ta đang mở ứng dụng khác thì hay hơn,0,0,0,0,1
giao hàng quá chậm gọi cho nhân viên mất thời gian mua hàng trước tết thì tự ý hủy không gọi xin lỗi khách hàng,0,0,1,1,1
mua combo bookcare cả 100k mới bọc được 2 cuốn bấm vào thì thông báo sl bookcare bạn đang có bằng 0 mua sách phải 2 3 lần không bọc cho mình,1,0,0,0,0
mình rất thích laz choice,0,0,0,0,0
cửa hàng giao đu ng ha ng đu ng sản phẩm đo ng go i câ n thâ n râ t ha i lo ng,1,0,0,1,0
hàng ok,0,0,0,0,0
rất tiện,0,0,0,0,0
đặt hàng dễ,0,0,0,0,0
nhiều lúc bọn shipper tự ý trưa gọi nhận hàng đã cho đơn quay trả về shipper nhiều lúc bố náo,0,0,1,1,0
xàm lờ,0,0,0,0,0
cứ mua hàng 0đ lại bị hủy app như cc,0,0,0,0,1
khóa tài khoản của kh lâu năm xem thường kh 1 sao xứng đáng,0,0,1,0,0
good lắm thiếu tiền cần vay vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 nhận tới 9tr990 dễ mình thiếu số quá sắp mất viêc về app này bên giao hàng chậm trễ so với dự kiến tận 4 ngày lazada không những không hối thúc mà ngược lại còn tùy ý thay đổi ngày giao hàng mà không có lý do cụ thể như vậy là xem thường khách hàng lỗi này không phải của nhà bán hàng,0,1,1,0,1
vô cứ out,0,0,0,0,0
tiền hang 10 san pham o cửa hàng 210 không tiền ship 34 không đên người nhan mà mua cung một cửa hàng 10 san phẩm tong tiền ship là 144 không va tong tiền hang la 354k tiki mua sam the nay thi lam app ung dụng lam j gỡ dụm ung dung đi cho ung dung khác phat truyện,0,1,1,1,1
tôi đa xo a đi ư ng du ng na y rô i nhưng giơ ta i la i đê mua 1 chiê c điê n thoa i trên ư ng du ng tiki na y không biê t la ho co giao đu ng sa n phâ m như qua ng ca o hay không không biê t la ha ng chi nh ha ng hay không,0,0,0,0,1
nhập sđt mà không gửi qua thư,0,0,0,0,0
shoppe rất tiện tôi rất thích,0,0,0,1,0
vừa tải app đã bị khóa tài khoản,0,0,0,0,1
hỗ trợ cực kì yếu kém gặp lỗi oc01 khiếu nại là quét sai nhưng không hề hỗ trợ không cung cấp được lí do còn đổ cho khách hàng sai đổ do hệ thống quét tài khoản mua được 2 đơn 1 đơn chảo 1 đơn cắt móng tay hỏi là vi phạm chỗ nào thì không nói được vòng vo loanh quanh mail trả lời lại chỉ vỏn vẹn mấy câu vớ vẩn cop đi cop lại chưa bao giờ thấy hỗ trợ sàn nào dở tệ thế này xứng đáng 1 sao các sàn khác đi lên rồi sàn mình đi xuống thế này cũng là xứng đáng đấy,1,1,0,1,1
không được tốt lắm nhưng cho 5 sao,0,0,0,0,0
được nhưng sản phẩm hơi cao và có vài món đồ chưa được có,1,0,0,0,0
thao tác khá khó so với các app khác và hơn nữa đóng gói cũng 50 50 nữa có lúc hàng tới tay muốn tè le rồi,1,0,1,0,1
không hay,0,0,0,0,0
phải nói là rất tệ từ chối phản ánh của khách hàng không bao giờ mua ở đây nữa mọi người cẩn thận mua ở tiki chỉ cần người bán không chịu nhận trả hàng thì tiki sẽ bẹn lần hẹn lượt không cho bạn thời gian trả lời viết gmail thì không phản ánh đến lúc gọi lên thì nói là không giải quyết,0,0,1,1,1
d m đặt phải xác minh chịu rồi,0,0,0,0,0
mong tiki kiểm tra các cửa hàng dk bán hàng lại hàng mua về không đúng với hàng đã đặt làm ăn mất uy tín,0,0,0,1,1
lừa người vãi cho khách chọn 3 đơn 0đ mà cuối cùng tự động hủy với lý do quá vô lí và tôi sẽ không bao giờ tải lại app nữa,0,0,0,0,1
quá tuyệt vời,0,0,0,0,0
mua rẻ xịn bền,0,1,0,0,0
mãi iu sốp pee,0,0,0,0,0
cho tôi hỏi là có cho coi hàng không ạ,0,0,0,0,0
quảng cáo hoài phiền,0,0,0,0,0
có trò chơi đi chi để giảm giá tôi rất thích bây giờ tôi lại cho mọi người là năm sau tôi mới chịu ok,1,1,0,0,0
đơn vị giao hàng chậm và trễ hẹn hơn các kênh mua hàng khác,0,0,1,0,0
thề lazada cho nv trồng cây đúng lỏ luôn còn all còn lại điều tuyệt vời,0,0,0,0,1
hàng chính hãng giao nhanh,1,0,1,0,0
shopee number one,0,0,0,1,1
mua sắm tại shopee rất ok,0,0,0,1,1
tuy có khía cạnh làm tốt nhưng dịch vụ chăm sóc khách hàng kém,0,0,0,0,0
khá ổn,0,0,0,0,0
kho shipper làm ăn lề mề,0,0,1,0,0
đặt hàng không áp mã cũng bất thường nhờ nhân viên hỗ trợ thì nhân viên đổ thừa khách hàng nhờ nhiều lần vẫn không hỗ trợ có 1 cái văn bản chục đứa nhắn tới nhắn lui quá nhàn,1,0,0,1,0
tiki giao hàng nhanh,0,0,1,0,1
sơ hở là oc03 oc03 oc03 tk thì mua hàng từ rất lâu rồi rất là ức chế lúc trước đặt bth giờ đặt bất cứ cái gì cũng oc03 xì chét bất lực huhu,1,0,1,0,0
tốt,0,0,0,0,0
quà là ok luonn,0,0,0,0,0
mở cr01 cho tôi không lý do đánh lỗi cr01 vậy xoá app đi cho rồi,0,0,0,0,1
mua hàng nhanh nhiều ưu đãi chính sách ok ủng hộ shopee,0,0,1,1,1
trên sản phẩm ghi rõ 150k khi chuyển khoản lại 380k,1,0,0,0,0
shopee thật sự rất tốt rất nhiều voucher và hữu ích tôi nên biết sớm hơn,0,1,0,1,1
app lag liên hồi trên android 16,0,0,0,0,1
rất hay và tiện,0,0,0,0,0
giá bán và giá ship bên tk cao quá mà dịch vụ gói hàng vận chuyển thì chả cải thiện voucher ưu đãi mã giảm giá itsl mấy gói dv bọc sách thì mất lun,0,1,1,0,0
trải nghiệm của tiki chưa bao giờ tệ đến thế riêng việc chăm sóc khách hàng thường xuyên của chính mình rất kém,0,1,0,0,1
đôi khi nhấn hơi đơ trở về của máy phải nhấn mũi tên thoát ra trên app nhạc chuông thông báo giật cả mình,0,0,0,0,1
tốt nhất,0,0,0,0,0
trên shopee thường có những mặt hàng mà có nhiều mgươi chẳng biết mua ở đâu tuy nhiên tôi cũng gặp nhiều trờng hợp treo đầu dê bán thịt chó đề nghị shopee nên xem xét kỹ những đối tượng náy còn về tổng thể mua hàng trên shopee rất tiện mua được mhưng món hàng hiếm mà chẳng phải đi xa,1,0,0,1,1
sách chính hãng,1,0,0,0,0
đề nghị thanh toán hoa hồng đúng ngày cho tiếp thị liên kết và kính mong shopee đừng có lỗi không hiển thị link nữa cảm tạ thánh thần,0,0,1,1,1
giao lâu tận 8 ngày mới giao còn giao lộn nữa đơn hàng đầu tiên mà như vậy quá thất vọng về shoppe,1,0,1,1,0
trước giờ tiki vẫn là sàn tmđt mình tin tưởng nhất tiếc là đánh giá vẫn chưa đăng video,0,1,0,0,1
như cc không nên hảy tải shoppee nó rẻ hơn gấp 10 làn,0,1,0,1,0
tuyệt vời ứng dụng rất tốt đáng để mua hàng,0,0,0,0,1
mua hàng bên lazada đổi trả hủy đơn hàng rất thoải mái cảm ơn,0,0,1,0,1
app rất tệ cực kỳ tệ cửa hàng đã bảo hủy đơn hàng nhưng 1 tháng sau vẫn giao rất bth làm tôi mất thêm tiền app lừa,0,1,1,1,1
10 10 nha săn hàng cực rẻ,0,1,0,0,0
app rất hay cố gắn phát huy nhé,0,0,0,0,1
ok rẻ,0,1,0,0,0
nơi bán online rất tuyệt vời,0,0,0,0,0
chăm sóc khách hàng tệ,0,0,0,0,0
qc lắm,0,0,0,0,0
không dùng đến mã giảm giá nhưng bị lỗi kêu phải không dùng mã giảm giá,1,1,0,0,1
uy tín,0,0,0,0,0
gọi điện thoại lên hotline thì không ai trả lời không ai nghe máy mẹ vậy mà bảo hàng không chất lượng hoàn đổi 100 lại tiền nhắn tin cho cửa hàng gọi lên hotline không ai trả lời khinh thường khách hàng má lần đầu tiên tôi mua hàng trên mạng gặp như vậy,1,1,0,1,0
hay rất tiện lợi,0,0,0,0,0
uy tín nhanh gọn,0,0,1,0,0
quảng cáo quá nhiều phiền phức đặt hàng cũng như cái tả què quá tệ,1,0,0,0,0
đặt hàng quá ok,0,0,0,0,0
ngày thứ 4500 đi tìm nơi có bán sản phẩm liên quan tới game outerplane d,1,0,1,0,0
ap hơi ít ưu đãi khác mấy áp khác,0,0,0,0,0
ứng dụng hay lắm tôi làm được rồi nhưng mọi người đừng tải khó sài lắm,0,0,0,0,1
trả hàng không được không biết app sinh ra cái trả hàng làm cái gì,0,0,0,0,1
rất tốt,0,0,0,0,0
monk những gì mà phải ôm,0,0,0,0,0
sip cao quá ạ,0,0,0,0,0
mất 30 phút chỉ để đăng nhập và không đăng nhập được quá thất vọng,0,0,0,0,1
t không tải được mặc dù đáp ứng đủ yêu cầu,0,0,0,0,0
ứng dụng thông báo bố láo bố toét,0,0,0,0,1
cho tôi rất nhiệu ưu đãi và đồ chất lượng,1,0,0,0,0
mình rất hày lòng,0,0,0,0,0
con mm,0,0,0,0,0
shopee rất hữu dụng i like it,0,0,0,1,1
rất tốt không có j để nói,0,0,0,0,0
rất tệ mua hàng bị lừa muốn hoàn hàng để nhận lại tiền nhưng liên tục lí do là shipper quá tải đơn không lấy được hàng xong rồi lại kêu sẽ sắp xế shipper đến lấy hàng sớm nhất chờ mấy ngày liền gần 1 tuần cũng không có ai đến lấy hàng lại nhắn với shoppe tiếp thì vẫn lí do quá tải với đang sắp xếp shipper quá tải cái già mấy ông shipper shoppe ngồi đầy quán nước chơi game cả buổi chiều rồi đến hôm sau vào lại thì đã bị hủy hoàn trả hàng,1,1,1,1,0
miễn phí vận chuyển,0,1,1,0,0
tôi rất hài lòng với ứng dụng này,0,0,0,0,1
cái dở của ứng dụng ở chỗ là không nạp tiền giá trị thấp 10k 20k,0,1,0,0,1
tôi có thể mua tất cả các món mà không cần đi đâu cả chỉ cần chờ mấy ngày thôi là đồ đã giao tới ứng dụng này rất tiện lợi và nhanh chóng khi giao đồ tới,1,0,1,0,1
tài khoản bị khóa vì ký do bảo mật,0,0,0,0,0
ứng dụng rất ok nhưng còn vài cửa hàng còn ảo,0,0,0,1,1
lazada ok,0,0,0,0,1
đặt hàng từ sg về nha trang 10 ngày rồi chưa tới trên app thì ngày nào cũng báo giao trễ app thì toàn ai trả lời gọi lên tổng đài cũng không được,1,0,1,1,1
tiện dụng,0,0,0,0,0
mới đầu năm đã phải khẩu nghiệp acc không làm gì cũng band chả hiểu nổi đội ngũ kỹ thuật hay mấy con bot ai mà ngoo thế,1,0,0,0,0
tôi không hiểu vì lý do gì mà không cho đặt hàng vậy đặt hàng t cũng trả tiền đầy đủ mà,1,1,0,0,0
má quảng cáo quài vậy,0,0,0,0,0
hết dịch giao hàng nhanh ghê sale 11 11 nhận 12 11,0,1,1,0,0
app mua sắm tốt nhất,0,0,0,0,1
giao diện khó dùng,1,0,0,0,1
mô tả của mình là tôi rất là tốt,0,0,0,0,0
uy tính chất lượng,1,0,0,0,0
ok được ae tai nghe,0,0,0,0,0
tuyệt vời,0,0,0,0,0
lúc chưa xác minh đơn 13k lúc đã xác minh vô lại thấy đồ mình muốn mua 69k,1,0,0,0,0
có mã không áp được xác minh đủ thứ xong tự hủy đơn luôn,0,0,0,0,0
càng ngày càng lag hao pin thấy sợ 1 sao,0,0,1,0,1
kiểm tra xem có phải robot không mãi không được xác minh ngu lozz,0,0,0,0,0
app như cặc quản cáo liên tục không lam được gì,0,0,0,0,1
quảng cáo phiền,0,0,0,0,0
shopee uy tín chất lượng giao hàng nhanh,1,0,1,1,1
shopee food lừa đảo,0,0,0,1,1
để freeship mà vô xem thì tiền ship 32k tiền ship thì mắc hơn cả tiền hàng tôi rất thất vọng về lazada,0,1,1,0,1
chính sách ưu đãi của lazada rất tốt,0,0,0,0,1
shipped không gọi 1 cuộc mk ở mê linh chắc ít đơn shipped không giao cho mk luôn thật sự thất vọng mua hàng shopee chx bh bị ntn cạch mặt lazada luôn,0,0,1,1,1
kêu giao ngày này mà giao vào ngày khác,0,0,1,0,0
nhân viên giải quyết khiếu nại của shoppe không trung thực thái độ lừa dối khách hàng,0,0,0,1,0
vừa hết cr01 1 hôm hôm sau lại bị còn chưa kịp mua hàng hay làm gì luôn chịu cái app này r đấy,0,0,0,0,1
shopee có nhiều sản phẩm rẻ đẹp,1,1,0,1,1
tôi có đơn hàng ngày 06 9 đến nay gần 1 tháng rồi mà cửa hàng zínshu vẫn chưa gởi bên vận chuyển giao hàng cho tôi vậy lazada,0,0,1,1,1
không cần phải chê cái j hết rất tuyệt vời,0,0,0,0,0
sao đăng kí hoài không được ad nó cứ để bị khóa do chính sách bảo mật liên hệ bên bộ phận chăm sóc khách hàng không ai nhận máy hết cả,0,0,1,1,0
ứng dụng mua hàng rất uy tin,0,0,0,0,1
như db h hhbhhnn ttg hh j j nó hi,0,0,0,0,0
tiki sale sách nhìu lắm luôn tuy đóng gói sơ sài nh mà nghe ns bảo vệ m trg nên cho qua,0,1,1,0,1
giao hàng lâu vãi,0,0,1,0,0
ứng dụng phế vật mua hàng thì cửa hàng nhận hàng mà trạng thái đơn cả tuần vẫn là chờ đóng gói xong quá hạn cũng không thấy gửi mà cửa hàng vẫn tồn tại mấy cửa hàng này sao không xóa sổ nó dùm,1,0,1,1,1
quảng cáo rất nhiều trên các ứng dụng và web khác còn lại ok nha,0,0,0,0,1
tốt nhưng mình đang xài thì xảy ra lỗi cho nên mình phải xóa tải lại nhưng vẫn lỗi mình mong nhà phát minh sửa lại lỗi này,1,0,0,0,1
app kết nối vs ngân hàng để thanh toán cuối cùng tự động trừ tiền trong khi mấy tháng không sử dụng,0,1,0,0,1
đặt xong lại hủy hàng của người ta đợi mãi với săn được mà lại hủy,0,0,0,0,0
giao hàng quá lâu suốt ngày trì hoãn hoãn 5 10 ngày hết 5 10 ngày xong lại hoãn tiếp 7 10 ngày hủy đơn hàng thì chưa thấy hoàn tiền còn những đơn hàng mua bằng voucher thì không hề nhận được hàng tuy nhân viên tư vấn phản hồi nói chuyện rất dễ thương và có tâm nhưng xử lý đơn hàng thì không tốt sau khi nhận được hàng tôi sẽ xoá app,0,1,1,1,1
khó chịu vì quảng cáo,0,0,0,0,0
vào chậm khá ổn,0,0,1,0,0
tiki cho 1 sao,0,0,0,0,1
ứng dụng ok,0,0,0,0,1
ưu đãi tốt,0,0,0,0,0
trải nghiệm rất ô kê mà giao nhanh nữa nha,0,0,1,0,1
làm qc như cc dấu x bé tí,0,0,0,0,0
ok nhưng phí vận chuyển nên cân nhắc lại so với đối thủ cạnh tranh mình hơi cao,0,1,1,0,0
mấy hôm nay đặt hàng app tự hủy là sao vậy,0,0,0,0,1
lazada tốt hơn sàn sobbi mọi người hãy ủng hộ lazada,0,0,0,0,1
gửi có cái mã làm tài khoản mà lâu không cho làm lun dở thật chứ hàng này không muốn được qua chỗ khác ghét chậm lại còn trật,0,0,1,0,0
rất vui khi dùng app shopping này,1,0,0,1,1
dịch vụ chăm sóc khách hàng tệ,0,0,0,0,0
đang mở điều hướng chen vô quảng cáo quảng cáo liên tục,0,0,0,0,0
quảng cáo hoài phiền phức quá,0,0,0,0,0
như cl,0,0,0,0,0
đồng hành với các banh 9 năm có dư tự nhiên 1 ngày đẹp trời chả hiểu sao bị lỗi cr01 dù chả mua gì cả tháng lúc cần mua thì không áp được vocher dù đá 5 lần 7 lượt gọi điện và cả chát với cskh 1 sao là quá nhiều quá tệ,1,0,1,1,1
tốt nên cho bấm dừng hoặc chạy video,0,0,0,0,0
không hài lòng,0,0,0,0,0
ship hàng muộn cả tuần,0,0,1,0,0
ui tín tốt,0,0,0,0,0
mình thấy rất ok,0,0,0,0,0
hài lòng với sản phẩm người giao hàng thân thiện nhiệt tình,1,0,1,0,0
giao hàng siêu lâu quá hạn cũng không thấy giao hàng đơn hàng thì thanh toán xong cả tháng r mà không thấy giao,1,0,1,0,0
không làm gì bị khóa tài khoản,0,0,0,0,0
tệ hết nói,0,0,0,0,0
vừa tạo tài khoản cái bị khoá,0,0,0,0,0
thất bại,0,0,0,0,0
tiki bán cái j cũng đắt đắt gâp đôi shoppe,1,1,0,1,1
cứ gắng links vào ứng dụng như con virus,0,0,0,0,1
đây là ứng dụng đê xuât của công ty cổ phần mang meta,0,1,0,0,1
cho mã giảm giá nhưng thanh toán bằng tất cả hình thức đều không được vậy tặng làm j lừa đảo à,0,1,0,0,0
bộ mua hàng là phải đợi chờ hàng dặm thời gian vậy hả app gì lỗi quá,0,0,0,0,1
tiki sản phẩm rất tốt nhưng các cửa hàng làm việc rề rà đơn hàng mình đặt 2 3 ngày sau vẫn chưa được xác nhận nên mình đặt r hủy không,1,0,1,1,1
có 1 cái dây cáp thôi mà hơn 1 ngày cũng chưa giao tới,1,0,1,0,0
đặt hàng trả tiền ship dang hoàng cứ bắt ra kho nhận hàng không được sao ok,0,1,1,0,0
ăn toàn sịn chất lượng,1,0,0,0,0
hàng camel có hàng giả tôi đã mua nhầm m n mua để ý nha,0,0,0,0,0
chán tiki cực luôn đặt sách xong xuôi rồi tgian giao hàng là 4 ngày sau đến chiều tối ngày thứ 4 thì tbao là 7 10 ngày nữa mới nhận được vì lí do gì í nên sáng hôm sau mình đã đi photo sách luôn do cần gấp ai ngờ trưa đem sách photo về thì shipper gọi ra lấy hàng chán không hiểu nổi thông báo từ tiki thì độc hiện tbao trên đth ấn vào để đọc full thông báo thì mất luôn,1,1,1,1,1
kiểm tra tôi thấy cửa hàng tiki cửa hàng được ok,0,0,0,1,1
mua hàng thuận tiện,0,0,0,0,0
lúc này trên lazada bị lỗi gì kỳ cục quá qc kiếng đeo mắt ghi 32500 đ nhưng khi vào mua nó lại là 750 đ treo đầu dê bán thịt chó quá xấu xa nhé nghĩ chơi lazada để qua shopee giá rẻ hơn nhưng mua bán trung thực đó mn,0,1,0,1,1
trả hàng hoàn tiền mãi không thấy sản phẩm gửi lại gửi nhờ sản phẩm tra bảo gửi ảnh nhưng không cho đưa ảnh lêm,1,1,0,0,0
app lư a đa o khuyên mâ y ba n không nên mua app na y,0,0,0,0,1
giao hàng chậm thì thôi đi bên giao ha ng bị làm sao thế giao ban ngày thì đỡ đươ c tí chứ giao buổi tô i app cứ liên tục thông ba o ha ng sắp đến mà chờ đến sáng hôm sau vẫn chưa nhận được cuô c go i na o tư nhân viên giao ha ng xong lại kêu do không liên hệ được với khách trong khi điện thoa i va the sim đê u bi nh thươ ng chả hiểu lazada làm ăn kiê u gi hàng đắt thì thôi đi phi vận chuyê n nhiều khi còn cao hơn giá sản phâ m voucher xu áp vào chả đỡ được bao nhiêu,0,1,1,1,1
làm ăn sống nhăn nguyên cả mấy tháng trời không mua gì tự nhiên bị oc01,0,0,0,0,0
không xóa được tài khoản,0,0,0,0,0
ổn nha,0,0,0,0,0
vay online 0 thì vô trang vaytotnhat,0,0,0,0,0
quên hủy gói đăng ký shopeevip tự động gia hạn không có như cầu dùng nữa lại không cho hoàn tiền đúng là đớp thì nhanh nhả ra thì khó,1,1,1,1,1
tiki có giao diện rất đẹp ủng hộ sàn thương mại của việt nam,1,0,0,0,1
